TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T13,6.8,17.2,38,99,93,1.19,1687,67,26,281,0,None
T62,24.4,18.2,24,96,95,0.86,972,76,16,62,0,None
T61,24.6,17.6,22,99,95,1.44,945,72,18,202,1,Gearbox
T30,7.6,10.3,28,92,86,1.08,1402,68,28,76,0,None
T98,7.1,16.7,24,75,76,1.33,938,69,18,105,0,None
T30,13.3,15,22,87,79,1.3,1446,62,22,210,0,None
T51,24.3,15.7,27,92,84,0.55,1614,61,16,184,0,None
T88,13,13.7,16,85,93,0.77,1151,63,18,136,0,None
T48,12.3,17.1,27,87,75,0.97,1889,66,26,120,0,None
T33,19.1,16.7,22,88,85,1.43,1120,66,28,207,0,None
T74,8.6,15.8,23,84,88,0.56,1161,74,17,231,0,None
T82,12.3,18.6,17,79,81,0.69,1904,63,20,177,0,None
T19,10.8,11,33,89,81,1.12,1656,75,23,126,0,None
T71,17,13,29,72,83,1.15,1481,74,29,213,0,None
T57,8.3,15,38,75,80,0.66,1263,63,17,47,0,None
T19,16,19.6,45,98,84,1.45,1746,73,24,222,1,Gearbox
T88,22.2,10.7,19,85,78,0.68,1547,67,30,260,0,None
T79,15.3,13.4,23,95,79,0.68,1276,62,18,290,0,None
T41,18.7,19.3,35,92,76,1.14,1809,72,26,219,0,None
T42,6.5,19,22,80,83,0.92,1774,76,24,115,0,None
T87,14,18.7,16,94,89,0.53,1935,79,23,195,0,None
T52,6.9,13.1,18,73,85,1.42,1994,71,34,74,0,None
T4,17,18.5,28,96,86,0.58,913,71,23,90,0,None
T4,10.6,15.1,28,90,84,0.66,1252,69,24,92,0,None
T5,10.7,16.2,44,98,87,1.4,1112,66,16,217,1,Gearbox
T41,6.5,12.4,29,97,80,0.78,1135,63,22,295,0,None
T87,11.2,17.1,35,81,79,1.32,1851,66,25,144,0,None
T61,15.1,13.3,30,96,94,0.67,1972,67,15,291,0,None
T75,16.7,13.4,23,87,84,0.55,1934,75,16,153,0,None
T55,6.3,16.4,18,75,92,0.73,1666,63,20,64,0,None
T75,18,12.4,41,95,93,1.24,1510,64,30,62,0,None
T13,14.8,12.2,20,97,87,1.16,1602,79,31,252,0,None
T14,15.7,13.7,18,73,81,0.81,1841,61,31,246,0,None
T60,21.7,17.8,21,98,89,1.13,908,79,26,216,0,None
T72,11.8,12.2,15,88,84,1.16,1371,63,32,76,0,None
T25,8.5,17.9,17,71,94,1.06,1457,71,18,139,0,None
T82,16,17,34,86,91,1.44,1916,68,33,285,1,Generator
T44,23.9,16.8,22,94,91,1.29,1089,68,31,100,0,None
T82,15.4,14.7,25,86,87,1.32,1719,74,27,136,0,None
T10,21.6,17.5,40,91,75,0.93,1916,73,27,159,0,None
T71,20.1,10.1,38,96,92,1.18,1740,79,17,182,0,None
T50,15.4,13.1,30,96,76,0.68,911,74,31,260,0,None
T44,18,16.8,33,75,77,0.8,1625,72,25,210,0,None
T14,13.1,19.9,18,83,92,1,1130,64,31,54,0,None
T15,15.6,10,38,73,79,1.32,1566,70,21,282,0,None
T16,15.1,15.1,30,88,92,0.84,1528,70,16,179,0,None
T2,19.2,19.2,32,99,80,0.94,1953,73,25,158,0,None
T30,13.2,18.6,35,75,90,1.46,1109,67,33,189,0,None
T30,7,10.2,30,82,86,0.78,956,63,17,235,0,None
T82,20.8,15.3,31,99,88,1.12,1572,78,23,95,0,None
T31,18.7,10,30,93,92,0.6,1278,61,32,276,0,None
T77,24,17.9,30,72,95,0.91,1725,63,20,214,0,None
T20,13.6,13.1,38,83,77,0.83,1993,69,20,122,0,None
T49,6.6,17.7,28,100,89,0.51,1342,78,27,103,0,None
T35,7.4,19.4,15,84,94,1.09,1067,62,32,298,0,None
T23,20.5,19.8,33,89,82,0.83,1510,75,27,273,0,None
T97,6.4,18.9,44,91,82,0.75,1281,66,17,150,0,None
T99,23.2,12,23,90,89,1.39,1774,62,34,239,0,None
T100,10.6,11.9,39,86,83,0.73,1488,78,26,91,0,None
T61,23,16.3,29,74,79,0.91,1899,79,22,204,0,None
T84,20.5,15.4,34,91,78,1.45,1822,63,30,187,1,Gearbox
T55,22.4,10.1,42,98,79,0.58,1906,78,29,230,1,Blades
T67,9.3,13.9,38,98,89,1.44,1229,73,21,192,1,Gearbox
T8,16.9,19.1,42,88,93,0.89,1893,64,32,82,0,None
T40,6.9,19,15,85,91,1.29,1853,73,17,286,0,None
T59,9,12,21,80,84,0.86,1590,76,33,287,0,None
T32,11.2,13.8,28,73,86,0.92,1901,70,17,130,0,None
T93,19.8,15.6,40,96,87,0.94,960,78,16,162,0,None
T7,5.5,18.5,40,74,87,1.45,1764,71,32,189,0,None
T2,23.1,15.3,21,79,94,1.05,1060,64,16,185,0,None
T85,6.4,19.7,19,92,93,0.72,1275,74,35,80,0,None
T6,12.5,18,40,91,76,1.11,1703,74,17,145,0,None
T92,6.6,19.5,31,90,92,1.39,1131,73,32,265,1,Generator
T36,20.4,17.3,34,92,77,0.71,1154,78,34,240,0,None
T32,7.8,18.8,39,86,89,0.84,1133,71,26,56,0,None
T45,22.7,18.3,21,75,81,1.07,1402,74,18,205,0,None
T42,15.6,12.5,19,100,90,1.49,989,79,18,227,1,Gearbox
T53,24,12.3,41,97,75,0.97,1875,63,30,52,1,Blades
T9,10.8,18.6,18,83,83,1.08,1703,68,16,133,0,None
T75,14.1,10.8,18,86,75,0.64,1465,64,29,155,0,None
T87,18.9,14.1,23,82,94,1.26,993,66,21,159,0,None
T75,21.6,18.2,25,89,75,0.72,1037,70,34,299,0,None
T49,13.4,18.1,22,92,78,0.83,1008,77,26,194,0,None
T2,22.8,11.4,37,77,86,1.21,916,68,19,97,0,None
T67,7.4,14.9,44,83,88,1.21,1634,71,32,58,0,None
T11,19.2,14.8,21,89,90,0.82,1461,76,35,48,0,None
T50,12,13.2,38,100,80,1.35,1320,79,30,175,1,Gearbox
T35,7,19.2,16,80,81,1.29,1282,67,29,249,0,None
T15,12.7,16.5,19,92,80,1.12,1408,64,32,188,0,None
T75,22.6,19.8,30,80,80,0.68,1422,72,15,242,0,None
T31,24.6,10.7,45,73,91,1.4,1053,78,33,215,1,Generator
T92,12.9,13.9,43,93,94,1.03,1485,65,20,151,0,None
T62,22.7,18.4,18,89,87,0.88,953,70,27,174,0,None
T28,15.2,14.2,22,85,78,1.43,1933,70,24,51,0,None
T96,19.3,12.6,43,90,76,1.47,1686,79,24,291,0,None
T25,5.9,20,20,96,80,1.22,910,69,24,102,0,None
T84,16.1,18.7,37,93,79,1.29,1218,71,29,88,0,None
T92,6.4,15.5,15,96,87,0.75,1981,63,29,205,0,None
T25,10.4,15.6,34,79,89,0.76,953,69,23,38,0,None
T75,16.3,10.1,30,94,75,1.07,1061,67,35,259,0,None
T83,21.1,19.8,29,81,84,1.48,1425,64,34,67,0,None
T92,16.2,18.1,40,71,87,1.24,1289,70,18,233,0,None
T1,23.7,10.4,17,71,79,1.25,1984,75,29,267,0,None
T59,21.2,11.8,26,92,93,0.76,1494,64,25,198,0,None
T69,8.1,18.2,28,78,86,0.92,1935,63,20,267,0,None
T74,12.8,10.9,19,79,82,0.84,1315,62,31,32,0,None
T42,18.4,19.4,18,89,75,0.8,1199,75,19,53,0,None
T34,23.8,20,20,92,85,1.23,1217,76,28,269,0,None
T100,24.8,18.9,22,87,82,0.6,1600,78,30,102,0,None
T66,20.3,17.4,44,91,94,0.67,1564,79,23,33,1,Blades
T18,16.5,14.9,29,98,83,0.91,1509,68,16,232,0,None
T77,20.1,10.8,30,96,93,0.8,1108,67,21,272,0,None
T5,10.5,17.3,36,77,89,1.4,1190,80,31,219,0,None
T20,10.7,14,36,97,76,0.7,1218,63,28,204,0,None
T66,18.1,15.7,30,79,94,0.75,1853,61,25,123,0,None
T75,22.4,12.9,25,90,78,0.68,1799,68,29,192,0,None
T62,24.4,12.4,25,96,84,1.36,1126,62,19,218,1,Gearbox
T94,11.8,13.2,17,89,93,0.7,1061,68,34,104,0,None
T96,20.9,18.1,42,94,92,0.85,1012,68,32,93,1,Blades
T32,22,14.3,38,98,85,1.17,974,73,16,213,0,None
T58,17.5,13.1,34,99,79,0.58,1983,75,28,31,0,None
T50,12,14.3,27,82,85,1.32,1792,73,21,279,0,None
T38,17.4,10.3,32,100,86,1.21,919,74,25,90,0,None
T55,16.7,18.9,30,78,95,0.76,907,67,19,214,0,None
T28,17.1,15.5,23,84,91,0.89,1659,69,30,294,0,None
T74,17.4,11,24,93,92,1.12,1242,74,16,119,0,None
T86,21.9,12.9,41,99,95,1.45,1009,63,26,39,1,Gearbox
T81,8.4,19.8,34,72,85,1.13,1410,74,17,60,0,None
T22,12.3,15.9,15,98,87,0.75,921,79,21,135,0,None
T43,16.7,12.9,25,100,84,0.98,1367,64,19,172,0,None
T83,10.7,14.3,25,97,78,0.95,1161,68,24,211,0,None
T81,24.6,12.6,36,73,86,1.03,1191,72,25,218,0,None
T88,10.3,10.3,36,95,87,1.02,1215,74,28,257,0,None
T36,14.4,18.4,29,89,80,0.86,1238,65,24,171,0,None
T96,22.5,12.9,44,70,91,1.37,922,72,29,101,1,Generator
T52,6.6,18.4,41,100,77,0.83,1527,79,31,207,0,None
T36,21.4,14.8,41,75,85,1.03,1503,67,35,265,1,Blades
T28,16.4,11.8,25,82,88,0.76,1616,71,17,59,0,None
T78,5.6,18,28,71,76,0.93,1076,72,23,198,0,None
T58,23.1,13.8,28,79,91,1.18,1994,78,20,41,0,None
T36,5.8,17.1,28,87,81,1.26,1049,66,29,112,0,None
T70,15.3,18.4,42,98,89,1.31,1793,77,25,75,1,Gearbox
T9,6,19.6,22,100,77,1.24,1142,73,17,226,0,None
T21,6.4,10.9,39,83,87,0.97,1383,74,16,34,0,None
T64,22.7,10.1,30,83,86,0.54,1257,61,25,117,0,None
T76,20.3,15.5,22,75,78,1.02,1238,67,22,134,0,None
T61,8.9,12.6,31,85,87,0.56,1435,62,26,175,0,None
T94,17.4,14.7,21,98,89,1.47,1164,71,20,182,1,Gearbox
T95,20.9,10.7,18,75,85,0.88,1502,77,23,215,0,None
T40,22.8,15,40,78,87,1,1176,68,34,281,0,None
T56,14.4,11.2,36,97,93,0.63,1970,65,20,213,0,None
T4,22.9,18.4,21,89,89,1.5,1163,66,15,57,0,None
T31,15.2,17.6,43,80,93,0.99,1741,71,33,245,0,None
T27,18.8,10.7,16,94,86,0.8,1417,75,31,94,0,None
T58,24.6,18.4,25,73,78,0.69,942,74,24,235,0,None
T25,9.7,13.2,16,96,80,1.15,1068,79,26,112,0,None
T69,8.4,13.5,19,86,79,0.94,1921,78,22,126,0,None
T70,11.8,11.8,20,93,82,0.82,1802,62,18,130,0,None
T5,8.3,18.4,39,86,85,0.51,1059,74,20,227,0,None
T91,10.7,14,45,77,80,0.54,956,68,22,276,0,None
T8,19.9,10.5,41,89,85,1.19,1068,67,26,171,0,None
T9,14.6,19.7,34,75,82,0.98,1542,70,21,243,0,None
T15,12.5,12.6,37,77,86,1.35,1597,75,21,107,0,None
T100,12.4,19.4,31,86,84,1.25,1317,68,26,74,0,None
T7,8.9,13,28,82,84,1.07,1209,76,21,90,0,None
T96,13.9,18.3,36,92,85,1.06,1128,69,34,233,0,None
T72,17.5,16.6,44,88,95,1.25,1383,61,24,118,0,None
T15,7.8,18.6,16,81,86,1.24,925,73,31,159,0,None
T37,24.5,19.8,24,80,89,0.83,910,76,29,38,0,None
T83,13.9,18.7,25,97,83,0.61,1778,66,18,64,0,None
T39,24,14,27,71,82,1.27,1483,64,31,91,0,None
T6,7.7,18.1,34,91,93,0.72,1759,73,20,122,0,None
T83,20.3,17.1,30,82,90,1.29,1025,67,33,110,0,None
T57,17.4,10.6,16,81,87,1.12,1797,78,29,143,0,None
T92,21.4,19.3,27,90,82,0.86,1915,75,29,104,0,None
T81,17,14.7,34,96,80,1.35,1487,69,21,122,1,Gearbox
T19,24.3,11.3,30,92,80,1.19,1016,80,23,184,0,None
T63,17.5,14.3,41,90,85,1.05,1036,67,30,83,0,None
T31,20.7,16,27,85,92,0.8,1114,69,22,31,0,None
T75,22.6,15.7,15,84,93,1.49,1104,73,24,99,1,Generator
T79,19.3,15.7,24,84,90,1.34,1939,70,26,289,0,None
T10,15.5,12.6,19,74,86,0.64,1780,67,21,244,0,None
T87,10.5,16.3,23,87,80,1.31,1250,68,30,76,0,None
T67,22.1,19.1,26,79,85,0.62,1798,77,20,124,0,None
T62,14.6,13.9,35,89,89,0.75,1749,64,16,205,0,None
T3,17.4,16.3,25,86,87,1.46,1291,66,31,215,0,None
T18,6.6,12.4,42,98,85,1.37,933,64,22,147,1,Gearbox
T25,14.9,10.5,24,83,84,1.11,910,70,32,208,0,None
T20,19,15.9,19,90,90,1.2,1258,63,27,276,0,None
T58,16.7,10.5,20,88,92,0.59,950,63,32,191,0,None
T93,14,17.2,43,91,89,0.83,1033,77,23,212,0,None
T86,9.5,16.7,29,78,94,0.82,1180,74,26,236,0,None
T50,11.2,13.7,27,78,91,0.53,1097,64,15,145,0,None
T79,19,14.1,17,87,84,1.2,1059,68,20,277,0,None
T10,9.5,19.2,37,95,87,0.81,1188,78,32,69,0,None
T21,17.4,10.1,36,92,85,1.13,1711,77,24,268,0,None
T29,16.8,15.6,26,85,86,0.53,1389,73,28,101,0,None
T96,24.4,19.2,36,78,93,0.5,1630,66,21,63,0,None
T10,6.2,19.1,26,93,81,0.67,1922,67,32,155,0,None
T13,7.2,15.8,17,98,75,1.2,901,73,27,199,0,None
T47,15.1,13.8,37,76,89,1.1,1946,71,33,275,0,None
T23,15.5,11,44,94,79,0.7,1207,71,20,289,0,None
T50,5.8,11.7,34,75,78,1.02,1216,68,30,52,0,None
T87,21.5,16.8,23,97,95,1.12,1592,62,15,168,0,None
T95,14.9,10.2,23,89,80,1.44,1297,62,27,52,0,None
T4,11.9,18.8,43,75,79,1.26,989,77,21,218,0,None
T67,11.4,15.9,24,71,79,0.64,1683,78,17,290,0,None
T85,22.2,10.5,38,91,83,0.77,1102,78,28,260,0,None
T53,8.9,12.4,34,88,83,0.9,1922,69,16,46,0,None
T2,8.2,15.9,33,88,88,0.61,1987,79,18,116,0,None
T68,9.3,10.4,20,84,77,1.06,1099,77,22,123,0,None
T65,17.5,17.8,16,88,88,1.41,1729,68,24,173,0,None
T79,21.2,19.2,30,96,84,0.81,1991,64,33,150,0,None
T57,11.6,19.6,45,99,79,1.48,1951,75,22,284,1,Gearbox
T97,8.5,17.3,21,80,91,0.75,1521,75,16,81,0,None
T70,9.2,18.6,31,85,84,0.97,1243,78,34,152,0,None
T7,17.4,16.1,35,78,89,0.84,913,61,32,125,0,None
T19,9.9,14.6,30,82,93,0.81,1888,67,20,127,0,None
T44,22.5,17.1,30,94,82,0.88,939,61,25,250,0,None
T63,7.1,12.2,35,83,93,0.53,1534,64,18,261,0,None
T65,5.6,11.1,39,82,79,1.03,1105,68,34,32,0,None
T39,6.8,17.6,25,96,79,1.24,1166,62,25,71,0,None
T83,21.9,19.6,42,70,88,1.36,926,76,24,199,1,Blades
T26,18,15.8,30,96,77,0.82,941,64,32,261,0,None
T44,24.2,14.8,35,75,84,1.05,1285,68,18,242,0,None
T12,11.7,15.3,18,78,79,1.39,1865,76,20,128,0,None
T22,9.3,14.8,30,81,86,1.3,1522,62,30,58,0,None
T77,16.2,14.4,15,96,91,0.96,1492,72,27,174,0,None
T92,15.8,19.5,27,97,76,0.66,1582,79,18,185,0,None
T14,16.8,14.8,17,90,83,1.06,1489,69,19,89,0,None
T86,12,10.8,42,83,90,1.49,1235,65,33,244,0,None
T30,5.1,17.7,35,85,82,1.26,1868,79,31,249,0,None
T44,5.7,13.9,39,87,76,1.35,1423,61,15,76,0,None
T84,18.3,17.1,29,99,87,0.69,1728,66,34,40,0,None
T91,15.5,15.8,41,99,77,1.4,1903,76,27,89,1,Gearbox
T38,21.4,17.1,41,95,82,0.51,904,63,24,117,1,Blades
T59,11,10.6,26,88,95,1.36,1426,62,22,72,1,Generator
T42,21.3,10.3,26,82,83,0.74,1565,69,23,196,0,None
T52,13.5,13.8,30,77,92,1.12,1453,67,25,146,0,None
T63,6.9,16.9,16,86,92,0.79,1893,76,19,286,0,None
T61,24.6,12.2,45,80,80,0.64,1934,67,18,294,1,Blades
T34,15.2,14.3,26,72,87,0.75,1048,73,26,261,0,None
T39,17.6,19.8,29,84,94,0.97,1233,71,24,242,0,None
T41,18.4,12.1,38,87,87,1.42,1190,72,29,103,0,None
T37,12.2,18.5,24,88,91,0.89,1446,70,25,186,0,None
T65,20,18.3,21,72,84,0.56,1320,63,23,259,0,None
T79,22.4,18.9,19,84,89,0.52,1295,61,22,71,0,None
T32,12.7,19.2,31,90,75,0.71,1487,71,27,123,0,None
T8,18.1,15.1,15,99,91,0.55,1439,73,21,274,0,None
T97,20.1,16.8,36,71,88,0.87,1412,75,31,181,0,None
T18,8.8,16.2,29,90,82,0.88,1025,74,31,32,0,None
T45,11.7,13.1,31,72,83,1.47,1493,75,28,293,0,None
T93,7.2,12.8,23,75,82,0.81,965,60,23,74,0,None
T96,17,13.4,20,75,85,1.1,1578,64,27,183,0,None
T33,21,12.2,36,80,77,1.32,1586,75,27,256,0,None
T5,17.2,17.6,21,95,92,1.01,1187,62,29,283,0,None
T82,8.6,19.6,38,96,85,1.2,1049,64,23,252,0,None
T74,15.9,18.7,21,81,76,1.47,1778,73,23,84,0,None
T36,21.7,12.2,33,83,86,0.82,1747,76,33,40,0,None
T97,11.1,10.5,34,77,94,0.57,1941,63,17,206,0,None
T23,21.7,17.6,30,83,77,0.93,1391,71,18,108,0,None
T40,20.7,13.9,45,78,77,1.04,1247,64,35,230,1,Blades
T5,5.4,18.2,26,75,83,1.08,1233,64,27,202,0,None
T34,9.8,17.8,41,75,90,1.24,1098,70,24,163,0,None
T24,15.9,16.3,20,93,87,1.4,1285,73,17,185,1,Gearbox
T17,19.4,12.6,25,74,84,1,1041,71,28,298,0,None
T95,22.6,11,19,88,95,0.64,1859,62,31,266,0,None
T71,17.8,12.5,33,75,79,0.9,1282,66,26,106,0,None
T81,12.6,15.1,34,95,91,0.66,1502,79,16,143,0,None
T92,8.7,19.8,29,78,77,0.68,973,73,25,148,0,None
T22,20.2,10.6,37,71,79,0.5,1209,73,18,162,0,None
T15,9.1,12,41,84,81,1.43,1146,64,24,100,0,None
T15,18.9,16.3,38,100,92,1.25,1876,79,21,84,0,None
T25,8.6,13,22,94,84,0.6,1098,64,18,247,0,None
T53,6.8,18.6,25,87,83,1.42,1775,65,16,57,0,None
T21,10,11.4,26,76,85,1.37,1211,70,27,53,0,None
T66,10.7,19.6,21,74,88,1.41,1132,70,26,285,0,None
T91,17.9,19.1,26,95,83,0.6,911,61,18,254,0,None
T32,8.2,18.9,22,94,94,0.58,1221,75,33,206,0,None
T21,23.6,11.7,45,84,78,0.57,977,62,32,234,1,Blades
T68,16.1,13.3,38,83,85,1.47,1298,61,20,124,0,None
T44,14.8,18,41,92,83,1.16,958,70,25,228,0,None
T83,13.7,18.1,43,86,89,0.68,971,61,25,31,0,None
T66,16.3,17.1,35,82,94,1.43,1290,64,19,87,1,Generator
T90,5.4,14.5,20,78,81,0.94,1393,68,23,284,0,None
T98,24.8,13.1,38,74,94,1.29,1266,72,28,68,0,None
T14,16.2,19.6,15,88,92,1.14,926,76,25,48,0,None
T15,5.7,11.4,18,95,91,1.15,1096,66,23,99,0,None
T20,16.8,10.4,16,92,76,0.94,1933,69,24,145,0,None
T34,13.7,10.1,19,91,94,0.89,1529,79,28,161,0,None
T36,5.5,17.8,38,98,92,0.66,1839,68,33,160,0,None
T83,23.5,10.6,42,82,89,0.57,956,74,33,102,1,Blades
T9,5.2,15.4,23,74,78,1.43,908,65,32,120,0,None
T71,16.6,13.7,19,73,83,1.44,1760,72,24,91,0,None
T30,24.2,11.5,23,99,92,1.14,1323,76,35,226,0,None
T77,9.8,17.4,34,88,84,0.89,1306,78,18,176,0,None
T91,10.1,10.6,26,94,84,0.53,1162,79,24,130,0,None
T63,5,13.2,44,86,80,0.95,1077,66,26,237,0,None
T35,6.3,15.6,19,82,76,1.16,1811,64,34,178,0,None
T13,5.9,14,45,76,85,0.8,968,76,25,226,0,None
T79,21.5,12.6,15,96,90,0.84,1448,73,28,95,0,None
T46,21.7,19.3,29,72,78,0.97,1296,68,20,298,0,None
T56,19.5,19.3,23,97,93,0.99,1203,61,25,107,0,None
T9,12.1,14.2,32,76,86,1.24,1737,66,28,178,0,None
T87,21.4,13.9,18,70,91,1,1867,62,20,225,0,None
T36,15.8,13.1,41,73,88,1.35,1114,70,25,135,0,None
T3,11.1,18.6,19,97,78,0.98,985,77,28,212,0,None
T98,13.7,15.7,33,72,93,0.53,1313,66,21,168,0,None
T19,6.3,10.9,16,81,89,0.64,1384,67,24,62,0,None
T28,23.9,18.5,24,78,76,1.22,958,76,31,115,0,None
T23,17.4,15.3,19,71,87,0.95,1417,69,26,146,0,None
T7,19.6,14.2,44,86,85,0.96,1946,73,19,209,0,None
T76,18.5,13.4,15,100,92,1.48,1324,64,19,104,1,Gearbox
T14,18.4,11,26,96,77,1.07,1890,65,29,249,0,None
T46,5.3,19.6,24,75,87,0.62,1833,73,21,91,0,None
T15,15.5,17.4,35,97,81,0.93,1380,62,15,198,0,None
T67,21.4,11.3,17,84,80,1.06,1677,64,32,296,0,None
T15,5.9,15.1,39,78,75,0.54,1130,66,15,151,0,None
T51,24.1,15.6,29,89,82,0.86,1049,64,26,36,0,None
T88,13.5,11.7,29,77,83,1.47,902,80,19,241,0,None
T8,10.8,14.3,22,96,84,1.25,981,65,31,290,0,None
T69,15.6,16.5,30,89,90,0.87,1591,79,18,242,0,None
T62,21,12.8,26,74,83,0.76,1874,77,32,244,0,None
T51,14.5,13.3,22,87,79,0.78,1976,67,26,138,0,None
T63,17.9,11.2,20,85,83,1.33,1431,71,18,290,0,None
T68,15,14.1,37,84,76,0.9,1055,67,28,236,0,None
T78,17.6,15.8,19,81,94,1.34,900,74,16,142,1,Generator
T16,7.8,11.2,20,84,76,1.41,1983,67,27,53,0,None
T84,5.8,16.1,32,88,79,0.96,1800,69,30,35,0,None
T24,7.7,14,22,92,84,1.45,1476,74,25,232,1,Gearbox
T6,10.7,16.8,29,98,94,0.8,1170,68,18,118,0,None
T57,10.1,13.1,32,71,79,0.76,1469,74,19,219,0,None
T31,17.3,15.7,23,87,83,0.61,1822,67,18,239,0,None
T6,14.1,16.1,25,93,95,0.75,1512,68,23,243,0,None
T99,5.8,16.9,21,73,87,1.27,1995,66,19,89,0,None
T79,5.7,17.6,29,97,87,0.9,1017,80,21,39,0,None
T29,6.8,11.4,45,77,94,0.65,1981,70,18,110,0,None
T67,12.1,19.7,26,95,85,0.61,1543,64,19,122,0,None
T75,5.1,18.4,35,90,75,0.99,1525,71,34,164,0,None
T3,14.9,15.6,34,87,76,1.04,1295,69,15,290,0,None
T28,12.2,18.9,39,96,89,1.29,945,76,25,56,0,None
T74,16.1,13.8,36,99,79,1.21,1736,79,24,192,0,None
T97,19.4,10.3,15,100,85,0.67,1203,62,21,36,0,None
T48,10,17.3,24,90,86,0.78,1285,80,31,218,0,None
T80,8.1,19.4,41,80,88,1.19,1487,63,19,215,0,None
T10,10.6,11.6,31,96,77,0.68,963,65,33,81,0,None
T33,5,16.4,18,90,90,1.3,912,76,29,142,0,None
T100,7.4,18.1,23,80,93,1.16,1015,63,28,264,0,None
T67,20,19.1,24,98,80,1.04,1709,76,34,213,0,None
T69,9.5,12.8,41,92,83,1.14,1110,73,32,107,0,None
T12,24.9,11.3,32,84,90,0.6,1466,76,25,152,0,None
T57,8.4,12.5,33,84,80,1.05,1104,71,27,106,0,None
T44,20.8,15.8,26,100,86,0.95,1213,80,31,258,0,None
T13,19.1,19.2,17,81,88,1.01,942,72,19,190,0,None
T24,11.4,15.8,17,73,93,0.84,1303,68,28,299,0,None
T44,11.6,19.2,28,86,82,0.97,1050,79,20,234,0,None
T57,16.3,17.7,20,97,85,1.38,1514,61,16,140,1,Gearbox
T96,22,16,18,88,79,0.84,1820,70,35,77,0,None
T16,12.7,10.2,23,94,81,0.54,1866,73,29,163,0,None
T96,6.2,13.3,37,72,77,0.76,1927,67,29,116,0,None
T100,12.5,10.6,17,90,79,0.95,1036,62,24,129,0,None
T21,9.1,13.2,28,72,82,1.03,1468,68,19,262,0,None
T76,23.8,10.6,40,87,83,0.93,1026,76,33,278,0,None
T51,18.9,11.7,23,85,89,1.33,1237,71,28,72,0,None
T21,6,14.1,24,98,84,1.42,1154,75,20,74,1,Gearbox
T60,10.9,15.1,42,74,76,0.99,914,74,18,151,0,None
T51,6,12.2,35,70,90,0.58,1925,66,30,253,0,None
T21,21.6,17.3,39,74,86,0.92,1760,65,19,161,0,None
T6,23.1,15.9,24,75,94,0.68,1471,76,19,86,0,None
T73,7.2,16.9,45,78,88,0.78,1279,63,17,191,0,None
T65,13.8,17.3,19,94,86,1.33,1353,71,30,196,1,Gearbox
T76,23.6,17.3,44,81,81,1.04,1126,79,28,236,1,Blades
T58,7.9,19.4,42,95,80,1.33,1965,71,23,119,1,Gearbox
T78,10.8,12.4,32,78,80,1.49,1214,76,19,123,0,None
T6,11.1,12.7,33,96,83,1.05,982,65,26,154,0,None
T65,5.6,10.9,38,70,78,1.41,1521,61,28,128,0,None
T86,5.7,15.9,24,98,92,1.18,1724,67,20,297,0,None
T34,24.1,14,31,92,91,0.6,1969,71,21,291,0,None
T56,16.4,15,42,82,90,0.92,1584,73,19,286,0,None
T75,11.1,11.7,17,87,76,1.16,1103,71,22,291,0,None
T3,12.6,16.5,42,98,76,1.21,1330,69,20,140,0,None
T42,19.3,16.2,37,87,88,1.36,1248,80,25,141,0,None
T62,12.3,12.6,38,77,90,1.14,921,74,34,142,0,None
T6,9.6,14.7,17,87,76,0.59,1331,79,21,258,0,None
T6,7,18.9,21,96,81,0.64,1780,64,23,126,0,None
T63,19.6,17.7,43,100,78,0.83,1346,80,22,34,0,None
T20,8.6,12.3,19,88,80,0.79,1837,74,19,76,0,None
T21,6.4,18.8,34,75,85,0.72,1717,79,34,285,0,None
T2,13.5,10.7,38,93,77,1.12,1691,72,25,199,0,None
T90,5.8,14.1,22,100,80,0.93,1319,63,27,99,0,None
T95,24.3,10.8,36,84,86,1.18,959,67,19,186,0,None
T90,17.5,19.2,17,82,85,0.89,1871,61,31,259,0,None
T56,8.1,10.4,30,87,92,0.77,1602,63,32,33,0,None
T96,8.4,11.5,25,75,78,1.05,1000,80,25,108,0,None
T10,16.4,19.2,34,99,82,0.6,990,78,21,283,0,None
T87,12.1,15.8,42,95,93,1.49,1576,78,20,219,1,Gearbox
T70,20.5,18,19,73,91,1.16,1364,60,17,178,0,None
T23,15.9,10.2,29,98,87,0.62,1110,69,23,277,0,None
T92,13.7,14.2,28,98,90,1.12,1163,76,27,165,0,None
T30,24.3,19.8,25,79,84,0.57,1324,65,24,140,0,None
T78,12.8,15.8,29,89,93,1.01,1725,68,25,52,0,None
T37,13,18.5,41,73,87,0.79,1117,64,33,282,0,None
T55,18.3,19.6,44,73,89,1.2,1673,74,20,165,0,None
T96,21.2,16.9,15,85,88,0.99,1097,74,27,267,0,None
T49,17.5,13.3,37,71,88,1.29,1740,66,18,232,0,None
T34,19,13.1,33,96,88,0.73,1890,70,28,83,0,None
T44,12.5,10.7,45,98,76,1.16,1387,69,17,287,0,None
T22,14.6,14.3,18,72,87,1.19,1605,76,18,127,0,None
T31,8.9,19.2,39,71,91,0.98,1193,74,18,174,0,None
T7,18.6,14.8,43,77,75,1.36,1920,61,28,226,0,None
T21,9.4,19.1,42,98,93,0.65,1368,63,29,226,0,None
